23Na,24Mg,27Al,28Si,39K,44Ca,48Ti,51V,52Cr,54Fe,55Mn,59Co,60Ni,63Cu,66Zn,75As,88Sr,90Zr,93Nb,98Mo,111Cd,120Sn,121Sb,138Ba,139La,140Ce,184W,205Tl,208Pb
,0.1590283162416104,,,,,,,,0.3308431271252439,0.2665695320016025,,,,0.243559024631543,,,,,,,,,,,,,,
,,,,,,,,,0.648510310517813,,,,,0.3445737003941055,,,,,,,,,,,,,,0.0069159890880815
,,,,,,,,,,0.2566107884656367,,,,0.7433892115343633,,,,,,,,,,,,,,
,0.248872546689504,,,,,,,,0.619304330896775,0.131823122413721,,,,,,,,,,,,,,,,,,
,,,0.5383749023743389,,0.4616250976256611,,,,,,,,,,,,,,,,,,,,,,,
,0.1235393836804581,,,,,,,,,0.4040290079401521,,,,0.4724316083793898,,,,,,,,,,,,,,
,0.095450385802841,,,,,,,,0.4464564745495301,0.2813839203297574,,,,0.1767092193178714,,,,,,,,,,,,,,
,0.1242956165349214,,,,,,,,0.5075678705795287,0.230763290583407,,,,0.1373732223021428,,,,,,,,,,,,,,
,,,,,,,,,,0.7458269390854257,,,,0.2541730609145742,,,,,,,,,,,,,,
,,,,,,,,,,0.0976392016569646,,,,0.9023607983430354,,,,,,,,,,,,,,
,0.0708754801668472,,,,,,,,0.4000460909860533,0.1935299844364914,,,,0.3355484444106079,,,,,,,,,,,,,,
,,,,,,,,,0.4461942697888988,0.017965799442682,,,,0.5273094100511709,,,,,,,,,,,,,,0.0085305207172481
,0.1642048171287288,,,,,,,,0.3934683295644004,0.3460381845211605,,,,0.0962886687857101,,,,,,,,,,,,,,
,,,,,,,,,,0.016193611238351,,,,0.9838063887616488,,,,,,,,,,,,,,
,,,,,,,,,,0.1839146624986871,,,,0.7708841652079299,,,,,,,,,,,,,,0.0452011722933829
,,,,,,,,,,0.546409567956715,,,,0.453590432043285,,,,,,,,,,,,,,
,0.0602003424119066,,,,,,,,0.2936620643016265,0.2285787979091877,,,,0.417558795377279,,,,,,,,,,,,,,
,,,,,,,,,0.516577330078854,0.0307330005920956,,,,0.4392088549838978,,,,,,,,,,,,,,0.0134808143451525
,,,,,,,,,,0.1064801197278739,,,,0.893519880272126,,,,,,,,,,,,,,
,,,0.508995973104314,,0.491004026895686,,,,,,,,,,,,,,,,,,,,,,,
,0.025571662880312,,,,,,,,0.1646321535680633,0.0434935522059644,,,,0.7663026313456601,,,,,,,,,,,,,,
,,,,,,,,,0.557099952573894,0.2548560434299999,,,,0.188044003996106,,,,,,,,,,,,,,
,,,,,,,,,,0.0646362999573011,,,,0.9353637000426988,,,,,,,,,,,,,,
,,,,,,,,,,0.0411275054796598,,,,0.95887249452034,,,,,,,,,,,,,,
,,,,,,,,0.1355189991702786,0.8644810008297213,,,,,,,,,,,,,,,,,,,
,0.1086861342891178,,,,,,,,0.2238614478267032,0.1426397807684405,,,0.0087005313720373,0.5161121057437009,,,,,,,,,,,,,,
,,,,,,,,,0.8445671723787014,0.0318026655688943,,,,0.1236301620524042,,,,,,,,,,,,,,
,,,,,,,,,,0.1838274406825041,,,,0.816172559317496,,,,,,,,,,,,,,
